title,website_url,source,grades_or_ages,prices_mentioned,description
Charlotte Mason Together 2020 Retreat,https://simplycharlottemason.com/store/charlotte-mason-together-2020-retreat/,Simply Charlotte Mason,Charlotte Mason; All Ages,$239.00,"Join Sonya Shafer and other CM speakers for a relaxing and refreshing weekend in beautiful Stone Mountain Park on July 23–25, 2020. ( View event details )"
Charlotte Mason Together Chopin Music Study Course,https://simplycharlottemason.com/store/cmt-chopin-music-study-course/,Simply Charlotte Mason,Grades 1–12,$10.95,"With these twelve 15-minute group lessons designed for grades 1–12, your students will receive an introduction to the composer Frederic Chopin and his work. This course is included in the Charlotte Mason Together Season 2 Bundle ."
Charlotte Mason Together Homeschool Co-op Curriculum,https://simplycharlottemason.com/store/charlotte-mason-together-resources/,Simply Charlotte Mason,Charlotte Mason; All Ages,Free,An exciting line up of resources to help you create and build up a Charlotte Mason community around you!
Charlotte Mason Together Hymn Study Course: I Sing the Mighty Power of God & Like a River Glorious,https://simplycharlottemason.com/store/cmt-hymn-study-course-i-sing-the-mighty-power-of-god-like-a-river-glorious/,Simply Charlotte Mason,Grades 1–12,$10.95,"With these twelve 5-minute group lessons designed for grades 1–12, your students will sing and learn I Sing the Mighty Power of God and Like a River Glorious . This course is included in the Charlotte Mason Together Season 1 Bundle ."
"Charlotte Mason Together Hymn Study Course: To God Be the Glory & Immortal, Invisible, God Only Wise",https://simplycharlottemason.com/store/cmt-hymn-study-course-to-god-be-the-glory-immoral-invisible-god-only-wise/,Simply Charlotte Mason,Grades 1–12,$10.95,"With these twelve 5-minute group lessons designed for grades 1–12, your students will sing and learn To God Be the Glory and Immortal, Invisible, God Only Wise . This course is included in the Charlotte Mason Together Season 2 Bundle ."
"Charlotte Mason Together Longfellow Poetry Course, Part 1",https://simplycharlottemason.com/store/cmt-longfellow-poetry-course-part-1/,Simply Charlotte Mason,Grades 1–12,$10.95,"With these twelve 5-minute group lessons designed for grades 1–12, your students will hear ten poems by Henry Wadsworth Longfellow and a short biographical sketch of the poet. This course is included in the Charlotte Mason Together Season 1 Bundle ."
"Charlotte Mason Together Longfellow Poetry Course, Part 2",https://simplycharlottemason.com/store/cmt-longfellow-poetry-course-part-2/,Simply Charlotte Mason,Grades 1–12,$10.95,"With these twelve 5-minute group lessons designed for grades 1–12, your students will hear 11 more poems by Henry Wadsworth Longfellow. This course is included in the Charlotte Mason Together Season 2 Bundle ."
Charlotte Mason Together Parables Bible Course,https://simplycharlottemason.com/store/cmt-parables-bible-course/,Simply Charlotte Mason,Grades 1–12,$10.95,"With these twelve 20-minute group lessons designed for grades 1–12, your students will hear and narrate nine of Christ’s parables. They will also study eight corresponding pictures by master artists. This course is included in the Charlotte Mason Together Season 1 Bundle ."
Charlotte Mason Together Retreat 2020 Session Videos,https://simplycharlottemason.com/store/cm-together-2020-session-videos/,Simply Charlotte Mason,Charlotte Mason; All Ages,$49.00,Enjoy more than 4 hours encouragement and practical sessions from the 2020 Charlotte Mason Together Retreat!
Charlotte Mason Together Retreat 2021,https://simplycharlottemason.com/store/charlotte-mason-together-2021/,Simply Charlotte Mason,Charlotte Mason; All Ages,$279.00,"Join Sonya Shafer and other CM speakers for a relaxing and refreshing weekend in beautiful Stone Mountain Park on July 22–24, 2021. ( View event details ) Registration closed. We’ll see you next year!"
